,achievement_count,average_cadence,average_heartrate,average_speed,average_temp,average_watts,best_efforts,calories,device_name,distance,elapsed_time,gear,kilojoules,laps,map,max_heartrate,max_speed,max_watts,moving_time,name,pr_count,sport_type,start_date_local,suffer_score,type,weighted_average_watts
19,3,74.1,153.3,2.221,31,333.7,6,553.0,Garmin Forerunner 265,5596.7,2589,Brooks Ghost 15 Brooks Ghost,840.9,7,_kumFlzrcOLs@Lm@HORyAKIa@MkCOABG|BU|AEDG?IGAEP_AH_A@kAGg@JSHAXLVDbBDLBzCpAZ@JJBROPEBGA{@k@g@OEIL_@Lw@JWP}ALsECIOYC_@BgAFy@C]BUHILDJVMp@Cd@?HBFLBb@AhADDDBH@\SzG@R@JHTv@nAZx@Jp@BX?^G`@NZB@PO@MIq@?k@QiASg@{@oAMa@FwAHKf@FxFZB`@GrBPh@JNTP`@JX?j@Db@?H@DFEf@UjBI`@S`@UZqDlDAHHNDAZ]NSh@i@n@`AdAlAPLN@J_@EMs@Wo@s@G@WAWa@c@^u@x@KDGE@UJMt@o@z@y@f@k@FELALEPSF@vAlAXn@HLFBJEFMAYWYSMiAaAEGEI?KHWJm@JkBFG\Pp@Pd@RXVLDHAFGBS?EAKKGo@EcBo@I@[JGHALUzBMj@MXW\eBbBW^u@l@CHFLB@RI~@iAHEDDTb@V^VVl@t@JDRE@WAQEEYG[Ow@cAKQAMfAgAVa@f@\h@d@\v@FFHB@I@g@EMgB{AEINo@TeCBGFAJHr@Rh@Tf@^N?DI@MAQEGECg@G{Bw@g@GmBKQCKGSUIk@F}AA[gBKk@?YIQ@_@CM@m@Eo@GIICUHgDAICCgAAw@GEBAPArAKhEOnA]|ABHfA`@R?LDDL@FEH@CC@BDAGE@DEBLOHKAOQIEq@Wc@SM?y@xD,178,3.94,639,2520,Lunch Run,1,Run,2023-06-05 11:26:41,66,Run,359
20,,71.0,140.9,1.943,30,293.6,5,432.0,Garmin Forerunner 265,4535.8,2340,Brooks Ghost 15 Brooks Ghost,685.2,5,ikumFpzrcOFDBGHg@L_@ReAD_@BMFK?GCCc@Oa@?a@G]CQ@e@GCzBc@dDELMDE@EEH}@P}@B[Ls@DsAI[?IHUFCF@RH\Fn@Dr@?XH`@RDI\eBJaA?a@FmAD}CBq@BoAEa@DSFCN?LH?PI^E`A@FvABd@?HF@^MvDBJLHVDt@?bF\BFEhCHd@LVJJXJzAHj@?FFOpAIbAGXUh@WZGd@EHe@h@HRLRp@z@LHTFPNBD@NALEHI@E?KG{AkBYm@MFy@bASNQO?KBC\]b@GPULEHDd@v@d@p@h@j@PHHGDS?MCEq@Y]]m@cAAQdA}@V]DAb@\f@d@PXP`@HDNCDE@OCSwBkBEI?KLk@@SHo@F}@DIPFxAj@d@ZJBLEDUAKGIq@G[Kw@_@a@OYCy@AgAESEWWK]AQJ{Bz@?\D`@?jBNl@PlE`BLCDI?YCGICYFK?qDwAcAQu@CUEi@?iDS[?mEYGI?GF}CCMKQKIe@?u@Ea@@KGF_AHg@KWKAMHBlAGrAAnBKlDIz@Q~@IXuAjGI?AIBESG,163,2.892,464,2334,Lunch Run,,Run,2023-06-04 11:06:14,35,Run,309
21,,70.8,145.8,1.94,33,289.2,6,611.0,Garmin Forerunner 265,6317.2,3279,Brooks Ghost 15 Brooks Ghost,942.1,5,ikumF|yrcOLDFP@JJFLBj@R^FXBRCLDDJ?LITIDE?UQ{@Kk@U_@EEAEK?ULQDMx@wD?M]QICqAG]Ga@CCDAPA~AUpAU|AING\Dj@EJIBKAECGM?QLUHc@n@eEBwAE]?OFKLEFBPJp@FViIR_@Fa@@wBF}@JgAd@uAb@kBTkBP}@JsADEH?rADn@Jb@?HF?LGbA?vBEnA?zBItCAp@BLDB`A?r@HlBFtALFcCAGyCs@IM?SHOJCFBPTPFzA^\?HFBRMd@?`@CVAj@BHTDh@?hAJp@@JBHZCLEDIBOGGIKE]AcAK]@mDQUCQ?cCSIF@VGdBCZ@LNFnABbCP^?TDNAb@D`@@^DtBJZDh@L|DxAH?NEL@FH@RGLQD_Aa@wBu@UMo@Mi@IiAAeBOG@?jACx@F\HNXN~AH|ARzAj@j@JJH@PKTEBG?g@a@kBq@CACD?XQxAAZOr@BDj@^pAdAFNCRINM@GC_@q@UQu@y@GEKD[d@]\ABUPEHDN|@fARN\LJHDTAHGFGDMAs@q@g@m@a@w@{AvAQIAC?IHQr@i@V]ROnAmA`@q@Rw@Dm@DUJaAGCg@Ck@?m@C[MUUMWGc@HeCCIe@AKIGQKEmBI{AMS@EDAXAxAJZd@v@^x@R`AFlAHXARIHM@KEGQFa@@[Iw@Su@Ue@q@eAIq@@cBHsBDoBEEQ@oBGUFIFBLA~AIzBAfAI~@IXM|@g@jBs@bDG?CC@OKAABAE@AEAAB?E,173,2.798,498,3257,Lunch Run,,Run,2023-06-02 11:08:17,68,Run,313
22,,71.2,141.6,1.983,33,298.2,5,425.0,Garmin Forerunner 265,4407.2,2223,Brooks Ghost 15 Brooks Ghost,662.9,5,kkumFlzrcO@G@BDADIFCBW\_BL[DYAIo@UkCMAtAEl@UzAARMp@QJCPBx@IPG?ICGIEO@MN]Lc@RaBToAD{AEe@BSHGF?`@LV?VDhAD\JTLL]Lq@J]Fa@FiDHiA?aAFyBEa@DQLILDFNANKXAv@@JLBRAj@Dr@@DDBPAp@CPAzAGb@BLLHTFxGZFF@RIhBD`@Pd@RP\J`@DTAd@DV?D?FH?HYlCG\IR_@b@c@`@UZsBlBGJ?FJLJGp@y@\]HJd@z@j@j@`@h@JBHEFE@I@QCCEGm@QSOa@g@MWIS?IBGRUbAiAB?RLh@h@VR`@t@HBJAFEBI@ECQWYc@UmAeAPy@TsB@W@CL@x@Zr@\RPLFD?HCFOAUKKi@E_@Qs@Qk@U_AGmAEOASGUWIc@F{@BkAj@@hAJbADn@FpA`@PLnCbAN?BCFU?SCGOA[LwBu@OKi@Su@Oc@EiBKSCQ?k@Go@AaAKs@?w@Gc@AcAKEC?GJeCMUGY?S_CGKCAC?UDg@H_@@MCMOEIBGRD`@At@CR?pAE`AAlAMxCG`@Y~@G^YlAm@zCCDIC,168,3.076,480,2223,Lunch Run,,Run,2023-06-01 11:44:28,38,Run,319
23,5,67.6,143.8,2.098,32,289.5,5,413.0,Garmin Forerunner 265,4491.9,2164,Brooks Ghost 15 Brooks Ghost,619.9,6,akumF|yrcOBB?FCHGFETDLFH\@n@VTD`@?JBNLJ?FEBSCKGEM?SDWEU?o@[UECCPy@FQRaAXkAJ@THDAZLPHVVJAFOCOEGEAS@ICeAc@EMb@iBJw@Bs@De@?yA@s@S]?MFmA@eAGa@@KLMTBDDBJ?FOd@At@@NACBAvAHb@?DFB`@UzGD`@HXp@fAFBF?DOIQi@u@Mc@DiA@EFERAjBLdABVDdABFBKpCJd@PXNLRF`AJzADB?DHCl@Mp@K|@M`@JNh@ZlA`AHN?RORK@CCw@oAu@o@MCQJKNW\ONULIJd@r@`@d@PLb@PLJ?\EHIBK?MG}@cAOU[u@GEIDsAtAMEEKFOhAaAlAiAd@k@R[Pe@Hc@LmBDODCH@VLdAZd@V`@XLADO?MCOCA_@Ec@ImAi@MAKPG`AUlBYv@[d@w@v@]V{A~AMCGMDKZ[^Yj@q@nAkAV]N_@Hc@Dq@FS@]Fa@EEQCW@{AEOC[SQ]CMCY?a@HcBAEMEgCIsBO]@_@OCG@MBg@?e@DY@kAACqBEYGIHINArAMbEI|@_@|AE\Od@y@rD@DTTj@Rx@RL?XED@HN?LCJGHOBKGEGOGi@CaA]SAIGAO?IHQ,181,3.886,599,2141,Lunch Run,2,Run,2023-05-31 11:28:00,48,Run,338
24,,68.8,141.0,1.917,32,275.9,6,491.0,Garmin Forerunner 265,5225.4,2730,Brooks Ghost 15 Brooks Ghost,752.1,5,yjumF|yrcOA?@?DOLu@f@kB?IQKYImAEg@K[?EtBQlAOv@AJI`@KHEV@r@CJEBKCGEGQ?IR_@DSn@kEDuAGc@@UFGLCVJj@FFABI?e@DgA@mAF_A?u@DMTWDmA?eAF}@?WFm@f@aBf@uBRcB?k@Jw@JSDUNGh@DHAdALf@@LF@TOdF?~BC`BG~BCbCIvBCvADf@FPHPj@x@Vp@PlA?`@Gf@DJLJH?N[K_@Ae@YiBIUS_@g@u@K_@ASD}ABIBEdALbDJf@D~BH~ANh@@^JpBv@n@Nb@RHBLGDAPTBPILOBaAg@qAa@k@[y@O}E[EH?NAz@C^@T@RX\\HdA@tANvBx@f@FHJ@JERGFI?EAe@]_A[_@Q]MKDUjCIb@GNQXi@h@W\cCvBENJLLCjAqAHCLPN\r@~@h@f@FDJ?HYAQIGe@KMKUWm@_ACIDIh@g@t@{@B?lAdAZl@FJJBF?FQAQ{@w@_As@GOLa@BWV_CASS[ICuBEMAQKMUGQAo@IQIe@De@CIo@?q@I}CMc@EECEYOQCK@i@L_CCOCCcCCGCACH_AHc@?IEMQGKFGRH`@?z@GfA?f@Et@EtCEhAi@vBCZGPo@rC?FUl@IC@KCA,173,2.936,500,2726,Lunch Run,,Run,2023-05-30 11:04:34,46,Run,304
25,1,68.5,141.4,1.979,29,277.6,6,566.0,Garmin Forerunner 265,5992.0,3031,Brooks Ghost 15 Brooks Ghost,840.7,11,ekumFbzrcOA??CH@DCVwAX_AH[AEi@UaAGq@I_@?GtBAFC?OGCEBc@?}@GS@Q@GHILETNT?PBr@AXD\Fd@TD?Fe@L_@Lo@Fs@BoADu@?{ALkDG_@?MBKNINDJPKh@E`AzBLNJIbEIvBJx@t@bAH@@CDMAGe@u@SSI_@?QFQ@]FKLCT?b@Fh@@lAL~ABJ@DHK~A?d@Ln@HJLNJF^HlBDLD?TMbAGz@K`@M\U\]^{BzB]VCJDFHBFCnAqAD@Zj@RXdAjALFHCFOASQO[IOKs@_AKSCMBIlAiAFMFCXPZX`@RXn@FLF@F?HIBKESmAiAq@i@?CFWJi@N_C@AhA^RLNDl@`@NAHSCSIKE@WAqAi@eA[GJItAMjAK`@Sj@uBzBaAz@CD?DPFVYj@e@LQNK|@{@\c@PFdAz@^z@JFHEDIBMEUcCkB@KHUJm@PsBFKjBv@j@`@JAFM@ICOKK]AuBy@kBQcACQGU[I_@?UJaBAOIEGHCNGlBDd@Pb@LLNHLBR?jAHf@ADB@LG`@O`BQr@]h@SNq@t@OJc@h@o@f@CDJVJET[^[RY\Yp@q@V]FCB?nAhA`@z@LBHEDO?MEQYWo@a@s@m@CIViA@[Jy@B_@DEHB`A\f@TZXJDF?DEBQAOGKIEW?kC}@SCa@AcBKWKW[E[NwC?KCCQ@sAGM@yCSi@?KEDuDUa@{BEICCQBq@H[@MIQEEEAIBIL?HFX@TI`CMvGMbAYfAKj@]jAUvAKZ,173,3.294,522,3028,Lunch Run,,Run,2023-05-28 11:40:14,53,Run,314
26,,69.9,139.2,1.886,31,278.7,4,278.0,Garmin Forerunner 265,2968.9,1574,Brooks Ghost 15 Brooks Ghost,438.7,3,okumF~yrcOFBLAN{@Rs@RgA?EMKYImAGGC{@ECB@l@Gl@?\g@bDCDOFE@CEf@cDDg@?]Dw@E_@@KHKJA\Lb@FHAAKHcA@kADwABYAGBq@R_@Ju@?wABaANiAXcAHc@JW\{Ap@gF@GN?zAJhA?DD@LOvEAtEI`BCrAJDjFPhAJDAHwBAG[Qq@MmA_@IIAQHQLCF@LRVLtA\`@@FHDPIXCPCbACXDHVFp@@RDDAP?TBv@@FDBH?VMLI@WWm@Ce@EiACc@G}@GcBEeAI}EQGQ?GDoAJc@GQGGOBEDCJFZ@PM~DEfDE|@UtAMd@Mp@aAbE,166,2.658,487,1574,Lunch Run,,Run,2023-05-27 11:34:17,21,Run,300
27,,68.4,134.9,1.893,29,275.1,6,573.0,Garmin Forerunner 265,6198.3,3283,Brooks Ghost 15 Brooks Ghost,900.9,5,{jumFzyrcOEDJPFNh@V`@Ll@FVCHBDFBHGTGHK?OQaAKk@Wa@AIM?WPYZsA\gB@Q]OSEQAg@Gi@?g@CCz@?d@Ej@YzAKz@EFGBEJB~@CFM@KCEGCUPWPsA\eBJeCG_@@OJML?RL`@FL@DCRcI@EVa@BSD_BAw@J_ABe@Je@Zu@h@aCb@gDJeA@CLCrBPh@@XDP?DJIvBC`CGP?nAWd@ALK~D?nAOfG@\FRNZd@p@Xp@FTJv@@`@Gf@?NNHL@LU?EK[E}@UoAWm@k@{@Oa@AM@eA@MDEb@FnAH^@d@DnBFB^IlBHd@P\RPRHh@?h@Dp@AD@@D[bDSp@o@r@iAfAa@j@YL]ZEDDDHHLALS`@c@Z[HAFHP`@PVlAtAJDFGFO?IGSQCe@Qi@s@Ye@AI@IJKxAyAp@p@XRXf@HTNHPO@SGKm@g@g@e@YSQSPu@TgCBGDA\Pb@Jh@Vf@`@PEFY?EKIQEQAQEgBq@o@KyACc@EMESUKWC[F_@@uAJEb@D`ABlBLj@Nb@P^JpCfAL?JO?SIIKAWFiBm@wAo@]Gs@E]Eu@CmBOyAEu@Gc@?aCQCGB{@?{@@e@@IDGtDRV?tALX_@DQBaBHU@MMS_@?_B]KEO[GCK@IJ?PHLb@Lz@Px@VBLGtBCDE?_AEo@?o@GsCMc@Eo@A]E]?EE?w@BUH]EOKCI?C@EN?HDP@PEdBC@@FAPApAIdB@|@Gx@m@zCUr@i@pCIZE@GE?K,166,2.976,506,3275,Lunch Run,,Run,2023-05-26 11:14:20,44,Run,306
28,1,69.5,141.0,1.88,33,277.4,6,752.0,Garmin Forerunner 265,7896.3,4203,Brooks Ghost 15 Brooks Ghost,1165.1,8,ikumF~yrcO?@H?DCHo@Pk@RgAFM?Gk@W}@EUC{@A?bAGz@[bBCXG`@CDGBCDE`@@LBNALCBMDOMEK@IN_@Da@J[b@kCDoBEc@@KDKLGJDNJ^?PD@?BI?e@D{A?i@Di@A_@FgAVWFkAAQFuCJi@^mAf@}BPoABe@J]PsA?OIKIAg@AiAKGCM[EEGAsAIw@@_AGuDMu@KgCKGCGGAKMcCEe@MgDKaB@cCC_@?oAFiALeA`@wA^eA`@o@f@wATg@\_CBi@EuAGo@G]oAkDi@_CQg@YqAUkB?WKaAMo@ImCBmBHgAN{@TcAZgAL{@l@_BlAuFRu@|AsERo@TuB@oAIuAMk@AMHWLAhBHjACz@B\AdCPtBBj@HdBD~BN|@D~@?fCRlAPh@DNDDJ@T[bEBNJRDj@GrAWlDCt@O~AGxAS~BCfAQzB?TGd@MtBGbBCPEdAOxACl@?pA@TV|AlAnE^fARdA\v@Nt@Rl@ZpAbAtDJZd@r@fAbCx@lARn@fAhC`@lA|@nEv@lCDd@ACB@Pb@TpARt@Pb@BNGTQVw@^qBl@]Fa@@_AMqAMq@G}AG]EO@EBGPO?]Ae@GkCMs@K_AA{EWGn@?~@Gh@@~@Ez@?zDI|ACfAMDSOIAq@AaAGEACK@q@Li@AMCIGCG?KHEPBzAKdD?fAIzBGp@_@`BGFo@W[A[Ca@?SE_@CYMMDCF?HFV@dAGJ?`@U`BKf@MfACHKJAHANBJPFD?BC@]CQB[BMHKNm@Bi@RsADq@A[@a@BIZCl@JjABPDXN?PALEFCABGMhACJILQx@,172,2.968,499,4200,Lunch Run,,Run,2023-05-24 12:34:05,69,Run,307
29,,71.0,137.6,1.935,31,283.1,5,451.0,Garmin Forerunner 265,4792.8,2520,Brooks Ghost 15 Brooks Ghost,701.2,6,kkumF`zrcOAABB@FADE?ECJBDHMKG?BCC@PD@DB?UONB@DCDD@FSRw@NaAXeA?Gc@SYEcAE]I]@AB?dACf@e@fDITKJEHBv@KNE?IGEIAOL[No@Fw@\cBDc@BmACm@BQPCh@NX?hAHXFf@TBA\}ANsA@yCFqA?_@DMPInAFVGN?VBVHBH@NE`@Ct@Cd@ARBFJF\En@@h@FZ@^Hh@Ab@DLNPPIjCD`@R`@PPVHj@@r@Fd@ABDEt@MlAGd@K\[f@{@|@]XW\eAx@CLJLB@JI|@cAPI\n@HHLV^ZLTTTJBFCDKC]GGe@IOKg@q@Sg@AMBIZU^a@\c@DAhAz@JNTn@HJLDJI@WGOu@g@W[a@]MQ?GHYRuADq@DUBC`AVd@PRN^TH?FK?MGUu@Ic@KqAk@YG_A?s@GUAQGOOIi@B_ADg@EWDKpADRDR?XD^@d@FNDXB~Ap@zBv@NAFK@GAQEIGAQFGDK?g@Uk@S]SkA_@]IyAKo@Ce@Iw@Aq@GW?_@GgACa@?UCc@KOBOJQBCDEzAF\f@p@\p@VfAFb@@t@DLBV?DMPGBE?MMCMDo@E{@G_@Y{@w@oAEME}ANoE?{@OE[C_@@}@MAK?UJgACKMEIDGLDZ@^WpKIl@Mb@AXSZEb@GLOz@m@nCEB,166,3.158,485,2477,Morning Run,,Run,2023-05-23 10:48:05,33,Run,306
30,,70.5,141.6,1.914,32,283.5,6,483.0,Garmin Forerunner 265,5048.1,2649,Brooks Ghost 15 Brooks Ghost,747.5,5,_kumFb|rcOBDLCXFHF^Ld@ANBDBHNFBJEFUAIMMa@Fu@Ku@SGIVmANc@TuAJSB?\R^HZZLFHAJ[?GGKUAO@I?][_@GEKNe@TmAFg@Ds@Ae@JoADsCBIZ?r@Fh@CH@BF?bBIrAGlBD^HZt@jAXr@LfA@d@Gn@DJH@NCHQ?OKi@EiAc@mAu@sAKWC]@u@BO|CHvAJn@@HB@F?REtA?f@DVL\d@Zn@Az@H^?FBA`@QfBEVOd@MVY^mBhBSVk@d@CBBJLFXYh@q@LKFAVh@RZl@n@Z`@HFHBJOBMCUc@MUMy@aAMUAI@Gt@o@f@m@JEjA`AXr@JLHDJKD]EMo@c@OQy@m@EK?KLg@D_@NiBDEF?|@^TFVLj@^D?JU@QCK}@IYIc@Yk@MSIYEe@@yAIOEKIEKIg@BmBBSDCR?d@DpBFhALb@Vt@RTLl@P|@`@JBNCBEBK?KCEOGI?QHEAe@Ue@KgAi@y@Uo@M_DO_@E}BG{AMc@?iAKCMD}@Ag@@s@@IDA~@B`@F^Bb@AlAH~ADt@Jn@BZARHLPLBJMBO?IEGg@I[@y@E[E_A@gAK_@?a@GaESmAK{@@CEC}@DSFI@QGOIEG@GFGJDd@An@KnD@fAKfCUtAQn@EZSn@g@pCGJ,166,3.042,462,2637,Lunch Run,,Run,2023-05-22 11:17:10,43,Run,306
31,1,69.4,141.7,2.028,29,294.6,6,834.0,Garmin Forerunner 265,8615.8,4279,Brooks Ghost 15 Brooks Ghost,1251.5,20,ckumFxyrcOCFHADG^{AVqA?EEGq@OiAEYG_@CANCzAS`BOn@CZGPKDCHAb@B`@KHK@IACe@@GJCDSb@cDLo@DqBC]BKDCHCHBFLJBfABFAt@FNDZRD?BARiAFWHs@DuAJqBBiBD}A?[Ca@BOJGR?FRARI^ErABLl@?n@Bl@?ZFp@DlADjA@^Fx@FjDNL@RTH@FABCDMAOKMqBEg@G_@?IAEMAIFsAJg@AKCKMGS@c@EMEu@WU[KCG@EDAH@NHJl@LVDhAXHHBLO|BYB]AYGuBMiAMQ?EFEd@CzACf@@RFJFBh@BvBJt@D`@@THLLBNAv@IfA@RF\LVVRPDt@?h@Dh@?DBIjAQhAKb@Qd@oAvA]X{AzA?FFHD?LOTMh@q@NCZn@xAdBDDJBL_@@ICGIGg@MQM_@a@_@i@ES@ELGZWv@_AFETN|@v@Pf@NVJBDAHKBKIWu@k@_@a@e@]VyBDkAFELBf@T|@ZXTJ@DARKDKAGGEICg@COEmBu@]Gy@A_AGYIIIIQGOAQBwBDOn@Fz@@r@H`@?t@JRFf@X~@\PBb@Tv@VF?FCFS?Gk@?IIk@WqA]_@Ue@QWCIE_@A{@IY@_AM_@?_@Eq@?iAKgBGeAIGFALAdBJb@j@t@T^DN?HL`@TfCGVEBK?GEEMBw@E{@ESMc@Qc@w@sAKg@@yAHkAFcCCCKAc@?sAGEQDgA?MH[@QGKGAI?MJCJFX@ZDLDVDHVDPCtANDBD\AlBAb@G\@HDJTJz@Fx@DBAb@Db@@JGLAL@XLZ@FH?TAt@Ej@@RHb@NXTPXFd@?l@Fb@ALDY~CSr@UZ{@`ASPe@Xi@p@[X?FJHDA^k@\Ub@e@z@u@f@q@DCZRp@p@h@|@FDJADEBQAKEKi@]qAkACINi@VqCHCLBnBt@PNVGDKAKEIQCi@CmBw@i@GsBIWGW_@COASBk@COH_ANCh@ATDRAfBRl@Ld@Lz@ZxAn@VDNNH@JODO?IAGIE_@FKAIIQCi@UcAYe@Yq@MYAw@Ko@?g@I}AAyAOkAC[KO?KD{@ESHK@ACPoB?iBWIkAC_@AIEF{@Hm@?IEIEEG?KJGRBP@v@GfAIvEGjBm@xCGRWjAYjAKl@EJC?,177,3.712,633,4248,Lunch Run,,Run,2023-05-21 11:19:28,72,Run,327
32,,67.7,145.6,1.988,28,292.5,4,260.0,Garmin Forerunner 265,2576.5,1353,Brooks Ghost 15 Brooks Ghost,379.1,23,mztmFlercO?CB?`@?r@HtAFH@?BA@OC[AWE{@Cc@Gu@ASCXA~@H|CNC@@AEBE@q@GkACm@IaACDCT?|@D^Dj@@l@DZ?FD{AC_CQS?rDLz@F?AeAE]@eAIe@GI?d@@RBLArAJx@@DD@AI@e@AkAGu@I]?i@EEBXCp@Bd@FpABXD\@FBQCuACo@ImAEDA\?ZBP?l@Hh@A`@FV??Bu@?s@E[GS?s@IRA\HrCNE@Q?c@Ge@AsAOgA@UIQ@k@Ec@@YGu@?}AMA@ER@l@InB@z@EfAK~@]~AGFWTKLSlAUz@Kd@?D,175,3.76,710,1296,Lunch Run,,Run,2023-05-20 11:24:30,24,Run,341
33,,63.7,131.4,1.871,28,268.9,5,353.0,Garmin Forerunner 265,3681.1,1999,Brooks Ghost 15 Brooks Ghost,528.9,23,ajumFzwrcORgAPi@?EAEq@U{@GY?u@GIlA?n@_@tBEn@CHKFCHA`@Bb@GFIBIAGEGS?ORUDKJgA`@kBBc@A[Ds@Im@FSHEJARHPBh@?lAF^LRLBAJk@Tw@Fc@DmEF_B@KXUZFNATDV@\ALDDCLDb@@SACLAV?tAEj@@Jh@?fAHXCb@Jd@Ad@HdA@~@Lx@@@DH?BBmAEwAMVAX@bAHn@?PDE@u@AuBMhAC`@Ft@D^FyBC_BOb@ApBDx@JL?GB_AAaAEy@IxAAf@Hx@@TF[EyA?cBK^ClAD^F\Ab@Ba@@cCCk@IKEdA@h@Jh@B^Ab@Fu@CaA?cAK_@ABCFAX@t@H~BFS@sA?wBQHEdAD|AHp@JwAAMEa@AYE}BI_@CWGmAAo@IY@GECK?]HkA?]@[ZC`@?TFn@DBA,176,3.634,770,1967,Morning Run,,Run,2023-05-20 10:50:42,22,Run,334
34,,71.5,140.6,1.993,,304.9,5,437.0,Garmin Forerunner 265,4463.7,2254,Brooks Ghost 15 Brooks Ghost,682.9,5,skumFlzrcODAHF?DGHCLFRJBR?h@T|@J^LL@?SCUYDu@I}@[GMPc@Fc@f@iCFC`@L\RTFRTD?HEDQCQGIc@AYGk@WCKBS\mADa@Ak@BQFODs@A_@FwA@sA@OBAxAFd@DHDCRApBCp@DJRFvCT`ABt@DTAB\EvBHh@NXTNRFdCJHFGPIn@AVKv@Wx@OTo@j@kApAWRi@h@ALHJPKb@k@`@]FCdA`Bz@x@F@DCFKBK?IEGEGUEUI_@Wa@o@IUAKHSb@_@f@m@JGF@JHl@j@PJLPL^HJNBFEBUESm@c@sAkA\kCFu@@CHC~An@J@f@XL@BEBMCOGG}@QiAa@k@QQC_@?q@Gg@?KAOGOWIUFcCBOh@@lBL\?p@HvAf@pAj@^Hf@VH?JKDMAKCGIEG?QFa@I_Bk@s@]gASkAEYI]?k@GgCKo@GmCIWECBGXCfA@f@DPh@j@^r@R~@Fj@@l@Fb@CHGHKDICEECOD_@?]GcAU{@IQQQc@u@Mg@?y@FwA?u@HeABs@AMECOCi@C}@AICCQ@[J{@ESEAURCD@fACd@?NA`BEfAApAMrBShAQl@Kf@Ut@a@~BEJI@,168,3.144,474,2240,Morning Run,,Run,2023-05-19 09:12:30,33,Run,320
35,2,71.0,141.1,1.936,,298.6,6,804.0,Garmin Forerunner 265,8211.4,4333,Brooks Ghost 15 Brooks Ghost,1266.5,8,wjumF`zrcOBICVOTCH?HDJ`B`@t@HHJF@LMBM?IIKKAMFI@OE]CCE{@WCI?OHa@ZcAJm@d@iBHm@TaA?w@FU@YFkDDcBRE\?n@FPDP@DA@KBuCDe@CkBDiBe@uEmBM]?SC}@Ea@GUBGC}@EgBOqAAYIQUKEU?OGOAW?oAK_@?KISFO?WC_@AKCGEESAa@O_B?s@K_BKcCGwFFoAJaAP}@Ts@z@qBbAqBNu@LiAD{@I_BO}@m@gBMm@MOOa@Ic@Y_AGYYiACe@YqB[_DGoABiCReBj@eCt@gC^cBVy@l@qCdBkFJ]Da@Lc@P{ABy@EgAQaBDILCl@@dAH\Al@BnAA~AHbA@JBvAJ\?hBJn@@r@JN@RCj@Dl@@n@F`@?l@FdAFh@Lf@BJBDDBLEfAOrBO|CAr@OtBRd@?`@Kn@StCYlFKdAA~@StCIhBKnAIxACvABt@Jn@h@|Bf@|ApBvHv@hCV~@BZn@bBdAjBRf@nA~BfAjCf@zA|@fEt@zCD\Th@h@rBLp@JVCF_Af@{Ab@YN}@J_@@]CSN[Eo@?a@Iw@@m@IaDUa@G}BGkAKoBEo@G]?a@GM@E^Cf@?dBGbB?hBIlCAxAIjA?vACt@BBd@@ZD|CPhHVp@Lh@Td@Lh@XhA`@J@VGJBFD?XGJOFwAg@yAq@]ISIcAOaCKOCcBGkG[QIEI?IDq@FeDEEC@a@A{AGCQBo@Jk@CKCGGCK@EDIRDT@RGdBAfBCl@?n@CN@`@EbAE\WrAK\EXM\u@fD,168,3.065,506,4241,Lunch Run,1,Run,2023-05-17 11:27:47,68,Run,318
36,,67.4,130.3,1.822,,263.4,,420.0,Garmin Forerunner 265,4377.4,2402,Brooks Ghost 15 Brooks Ghost,632.7,5,,150,2.3,349,2402,Morning Run,,Run,2023-05-16 10:52:08,22,Run,287
37,,26.9,126.9,,,,,109.0,Garmin Forerunner 265,,603,,,1,,136,,,603,Lunch Row,,Rowing,2023-05-15 11:23:27,3,Rowing,
38,,66.1,131.2,1.778,,240.0,,323.0,Garmin Forerunner 265,3199.5,1800,Brooks Ghost 15 Brooks Ghost,432.0,4,,154,2.104,317,1800,Morning Run,,Run,2023-05-15 10:49:04,22,Run,265
